label,1ch,2ch,3ch
0.0,-342.0,-285.0,19.0
0.0,-341.0,-284.0,19.0
0.0,-339.0,-283.0,19.0
0.0,-338.0,-283.0,19.0
0.0,-337.0,-282.0,19.0
0.0,-335.0,-281.0,19.0
0.0,-335.0,-279.0,19.0
0.0,-336.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-113.0,488.0,16.0
0.0,483.0,488.0,13.0
0.0,484.0,489.0,14.0
0.0,484.0,489.0,14.0
0.0,484.0,93.0,15.0
0.0,484.0,92.0,15.0
0.0,484.0,-123.0,16.0
0.0,484.0,-293.0,16.0
0.0,399.0,-289.0,18.0
0.0,-183.0,-287.0,19.0
0.0,-342.0,-286.0,19.0
0.0,-340.0,-284.0,19.0
0.0,-339.0,-284.0,19.0
0.0,-338.0,-283.0,19.0
0.0,-337.0,-282.0,19.0
0.0,-336.0,-281.0,19.0
0.0,-335.0,-279.0,19.0
0.0,-336.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-95.0,488.0,15.0
0.0,483.0,489.0,14.0
0.0,484.0,489.0,13.0
0.0,484.0,488.0,15.0
0.0,484.0,95.0,15.0
0.0,484.0,88.0,15.0
0.0,484.0,-128.0,16.0
0.0,483.0,-294.0,16.0
0.0,387.0,-289.0,18.0
0.0,-194.0,-287.0,19.0
0.0,-342.0,-286.0,19.0
0.0,-340.0,-285.0,19.0
0.0,-339.0,-284.0,19.0
0.0,-338.0,-283.0,19.0
0.0,-337.0,-282.0,19.0
0.0,-335.0,-281.0,19.0
0.0,-335.0,-279.0,19.0
0.0,-337.0,488.0,16.0
0.0,-338.0,488.0,16.0
0.0,-336.0,489.0,16.0
0.0,-77.0,488.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,13.0
0.0,483.0,489.0,15.0
0.0,484.0,97.0,15.0
0.0,484.0,85.0,15.0
0.0,484.0,-140.0,16.0
0.0,483.0,-294.0,16.0
0.0,367.0,-289.0,18.0
0.0,-215.0,-287.0,19.0
0.0,-342.0,-286.0,19.0
0.0,-340.0,-285.0,19.0
0.0,-339.0,-283.0,19.0
0.0,-338.0,-283.0,19.0
0.0,-337.0,-282.0,19.0
0.0,-336.0,-281.0,19.0
0.0,-335.0,-278.0,19.0
0.0,-337.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-43.0,488.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,15.0
0.0,484.0,96.0,15.0
0.0,484.0,84.0,15.0
0.0,484.0,-148.0,16.0
0.0,484.0,-294.0,16.0
0.0,357.0,-290.0,18.0
0.0,-231.0,-287.0,19.0
0.0,-342.0,-286.0,19.0
0.0,-340.0,-285.0,19.0
0.0,-339.0,-284.0,19.0
0.0,-338.0,-283.0,19.0
0.0,-336.0,-282.0,19.0
0.0,-335.0,-281.0,19.0
0.0,-334.0,-274.0,19.0
0.0,-337.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-28.0,488.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,478.0,15.0
0.0,484.0,98.0,15.0
0.0,484.0,80.0,15.0
0.0,484.0,-155.0,16.0
0.0,484.0,-294.0,16.0
0.0,339.0,-290.0,18.0
0.0,-254.0,-287.0,19.0
0.0,-341.0,-286.0,19.0
0.0,-340.0,-285.0,19.0
0.0,-339.0,-284.0,19.0
0.0,-337.0,-283.0,19.0
0.0,-336.0,-282.0,19.0
0.0,-335.0,-281.0,19.0
0.0,-334.0,-233.0,19.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,6.0,488.0,15.0
0.0,484.0,488.0,13.0
0.0,484.0,489.0,14.0
0.0,484.0,439.0,15.0
0.0,483.0,95.0,15.0
0.0,484.0,79.0,15.0
0.0,484.0,-168.0,16.0
0.0,484.0,-295.0,16.0
0.0,330.0,-290.0,18.0
0.0,-270.0,-287.0,19.0
0.0,-341.0,-286.0,19.0
0.0,-340.0,-285.0,19.0
0.0,-339.0,-285.0,19.0
0.0,-338.0,-283.0,19.0
0.0,-337.0,-283.0,19.0
0.0,-335.0,-282.0,19.0
0.0,-334.0,-203.0,19.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,28.0,488.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,411.0,15.0
0.0,484.0,98.0,15.0
0.0,484.0,70.0,15.0
0.0,484.0,-178.0,16.0
0.0,484.0,-295.0,16.0
0.0,307.0,-290.0,18.0
0.0,-291.0,-287.0,19.0
0.0,-341.0,-287.0,19.0
0.0,-340.0,-285.0,19.0
0.0,-339.0,-285.0,19.0
0.0,-338.0,-284.0,19.0
0.0,-336.0,-282.0,19.0
0.0,-335.0,-282.0,19.0
0.0,-334.0,-160.0,19.0
0.0,-338.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,51.0,488.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,14.0
0.0,484.0,362.0,15.0
0.0,484.0,103.0,15.0
0.0,484.0,64.0,15.0
0.0,484.0,-192.0,16.0
0.0,483.0,-295.0,16.0
0.0,289.0,-290.0,18.0
0.0,-305.0,-288.0,19.0
0.0,-341.0,-287.0,19.0
0.0,-340.0,-286.0,19.0
0.0,-339.0,-285.0,19.0
0.0,-337.0,-284.0,19.0
0.0,-336.0,-283.0,19.0
0.0,-335.0,-282.0,19.0
0.0,-334.0,-135.0,19.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,67.0,488.0,15.0
0.0,484.0,489.0,14.0
0.0,484.0,489.0,14.0
0.0,484.0,345.0,15.0
0.0,484.0,100.0,15.0
0.0,484.0,62.0,15.0
0.0,483.0,-199.0,16.0
0.0,483.0,-295.0,16.0
0.0,274.0,-290.0,18.0
0.0,-323.0,-288.0,19.0
0.0,-341.0,-287.0,19.0
0.0,-340.0,-286.0,19.0
0.0,-339.0,-285.0,19.0
0.0,-338.0,-284.0,19.0
0.0,-336.0,-283.0,19.0
0.0,-335.0,-282.0,19.0
0.0,-334.0,-92.0,19.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,90.0,488.0,15.0
0.0,484.0,488.0,13.0
0.0,484.0,489.0,14.0
0.0,484.0,291.0,15.0
0.0,484.0,103.0,15.0
0.0,484.0,52.0,15.0
0.0,484.0,-213.0,16.0
0.0,484.0,-295.0,16.0
0.0,251.0,-291.0,18.0
0.0,-339.0,-288.0,19.0
0.0,-341.0,-287.0,19.0
0.0,-340.0,-286.0,19.0
0.0,-339.0,-285.0,19.0
0.0,-337.0,-284.0,19.0
0.0,-336.0,-283.0,19.0
0.0,-335.0,-282.0,19.0
0.0,-334.0,-79.0,19.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,114.0,488.0,15.0
0.0,484.0,489.0,14.0
0.0,484.0,489.0,14.0
0.0,484.0,259.0,15.0
0.0,483.0,102.0,15.0
0.0,483.0,52.0,16.0
0.0,483.0,-222.0,16.0
0.0,483.0,-295.0,16.0
0.0,244.0,-291.0,18.0
0.0,-341.0,-288.0,19.0
0.0,-341.0,-287.0,19.0
0.0,-340.0,-286.0,19.0
0.0,-339.0,-286.0,19.0
0.0,-337.0,-284.0,19.0
0.0,-336.0,-283.0,19.0
0.0,-335.0,-282.0,19.0
0.0,-334.0,-45.0,19.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,147.0,488.0,15.0
0.0,484.0,488.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,210.0,15.0
0.0,484.0,108.0,15.0
0.0,484.0,42.0,16.0
0.0,484.0,-231.0,16.0
0.0,484.0,-296.0,16.0
0.0,217.0,-291.0,18.0
0.0,-342.0,-288.0,19.0
0.0,-341.0,-287.0,19.0
0.0,-340.0,-286.0,19.0
0.0,-339.0,-285.0,19.0
0.0,-337.0,-284.0,19.0
0.0,-336.0,-283.0,19.0
0.0,-335.0,-283.0,19.0
0.0,-334.0,-18.0,19.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,163.0,488.0,15.0
0.0,484.0,488.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,175.0,15.0
0.0,484.0,109.0,15.0
0.0,484.0,35.0,16.0
0.0,484.0,-239.0,16.0
0.0,484.0,-296.0,16.0
0.0,204.0,-291.0,18.0
0.0,-342.0,-288.0,19.0
0.0,-341.0,-287.0,19.0
0.0,-340.0,-287.0,19.0
0.0,-339.0,-286.0,19.0
0.0,-337.0,-285.0,19.0
0.0,-336.0,-284.0,19.0
0.0,-335.0,-283.0,19.0
0.0,-334.0,11.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,191.0,488.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,14.0
0.0,484.0,126.0,15.0
0.0,484.0,109.0,15.0
0.0,484.0,36.0,16.0
0.0,484.0,-252.0,16.0
0.0,484.0,-296.0,16.0
0.0,181.0,-291.0,18.0
0.0,-342.0,-289.0,19.0
0.0,-341.0,-288.0,19.0
0.0,-340.0,-287.0,19.0
0.0,-339.0,-286.0,19.0
0.0,-337.0,-284.0,19.0
0.0,-336.0,-284.0,19.0
0.0,-335.0,-283.0,19.0
0.0,-334.0,42.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,206.0,488.0,15.0
0.0,484.0,489.0,14.0
0.0,484.0,488.0,14.0
0.0,484.0,105.0,15.0
0.0,484.0,111.0,15.0
0.0,484.0,30.0,16.0
0.0,484.0,-260.0,16.0
0.0,484.0,-296.0,16.0
0.0,167.0,-292.0,18.0
0.0,-342.0,-289.0,19.0
0.0,-341.0,-288.0,19.0
0.0,-340.0,-287.0,19.0
0.0,-339.0,-286.0,19.0
0.0,-337.0,-285.0,19.0
0.0,-336.0,-284.0,19.0
0.0,-335.0,-283.0,19.0
0.0,-334.0,65.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,227.0,488.0,15.0
0.0,484.0,489.0,14.0
0.0,484.0,489.0,14.0
0.0,483.0,81.0,15.0
0.0,484.0,107.0,15.0
0.0,484.0,25.0,16.0
0.0,484.0,-275.0,16.0
0.0,484.0,-296.0,16.0
0.0,152.0,-292.0,18.0
0.0,-342.0,-289.0,19.0
0.0,-341.0,-288.0,19.0
0.0,-340.0,-287.0,19.0
0.0,-339.0,-286.0,19.0
0.0,-337.0,-285.0,19.0
0.0,-336.0,-284.0,19.0
0.0,-335.0,-283.0,19.0
0.0,-334.0,99.0,18.0
0.0,-338.0,489.0,16.0
0.0,-336.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,250.0,489.0,15.0
0.0,484.0,488.0,13.0
0.0,484.0,489.0,14.0
0.0,484.0,76.0,15.0
0.0,484.0,108.0,15.0
0.0,484.0,19.0,16.0
0.0,484.0,-284.0,16.0
0.0,484.0,-296.0,16.0
0.0,129.0,-292.0,18.0
0.0,-342.0,-289.0,19.0
0.0,-341.0,-288.0,19.0
0.0,-340.0,-287.0,19.0
0.0,-339.0,-286.0,19.0
0.0,-337.0,-285.0,19.0
0.0,-336.0,-284.0,19.0
0.0,-335.0,-283.0,19.0
0.0,-334.0,117.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,268.0,488.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,76.0,15.0
0.0,484.0,111.0,15.0
0.0,484.0,11.0,16.0
0.0,483.0,-293.0,16.0
0.0,483.0,-297.0,16.0
0.0,108.0,-292.0,19.0
0.0,-342.0,-289.0,19.0
0.0,-341.0,-288.0,19.0
0.0,-340.0,-288.0,19.0
0.0,-339.0,-286.0,19.0
0.0,-337.0,-286.0,19.0
0.0,-336.0,-284.0,19.0
0.0,-335.0,-284.0,19.0
0.0,-334.0,152.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,17.0
0.0,286.0,489.0,15.0
0.0,484.0,488.0,14.0
0.0,484.0,489.0,14.0
0.0,484.0,78.0,15.0
0.0,484.0,107.0,15.0
0.0,484.0,3.0,16.0
0.0,484.0,-296.0,16.0
0.0,484.0,-296.0,16.0
0.0,98.0,-293.0,19.0
0.0,-342.0,-290.0,19.0
0.0,-341.0,-289.0,19.0
0.0,-339.0,-288.0,19.0
0.0,-338.0,-287.0,19.0
0.0,-337.0,-286.0,19.0
0.0,-336.0,-285.0,19.0
0.0,-335.0,-284.0,19.0
0.0,-334.0,178.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,19.0
0.0,302.0,488.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,14.0
0.0,484.0,79.0,15.0
0.0,484.0,111.0,15.0
0.0,484.0,-4.0,16.0
0.0,484.0,-297.0,16.0
0.0,484.0,-297.0,16.0
0.0,73.0,-293.0,19.0
0.0,-342.0,-290.0,19.0
0.0,-341.0,-288.0,19.0
0.0,-339.0,-288.0,19.0
0.0,-338.0,-287.0,19.0
0.0,-337.0,-286.0,19.0
0.0,-336.0,-285.0,19.0
0.0,-335.0,-284.0,19.0
0.0,-335.0,211.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-335.0,489.0,19.0
0.0,331.0,489.0,15.0
0.0,484.0,488.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,89.0,15.0
0.0,483.0,108.0,15.0
0.0,484.0,-6.0,16.0
0.0,484.0,-298.0,16.0
0.0,484.0,-297.0,16.0
0.0,64.0,-292.0,19.0
0.0,-342.0,-290.0,19.0
0.0,-340.0,-289.0,19.0
0.0,-339.0,-288.0,19.0
0.0,-338.0,-286.0,19.0
0.0,-337.0,-286.0,19.0
0.0,-336.0,-285.0,19.0
0.0,-335.0,-284.0,19.0
0.0,-335.0,237.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,489.0,19.0
0.0,340.0,488.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,89.0,15.0
0.0,484.0,106.0,15.0
0.0,484.0,-17.0,16.0
0.0,484.0,-298.0,16.0
0.0,483.0,-297.0,16.0
0.0,43.0,-292.0,19.0
0.0,-342.0,-290.0,19.0
0.0,-340.0,-289.0,19.0
0.0,-339.0,-288.0,19.0
0.0,-338.0,-287.0,19.0
0.0,-337.0,-286.0,19.0
0.0,-336.0,-285.0,19.0
0.0,-335.0,-284.0,19.0
0.0,-335.0,273.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-335.0,489.0,19.0
0.0,361.0,489.0,15.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,92.0,15.0
0.0,484.0,105.0,15.0
0.0,484.0,-27.0,16.0
0.0,484.0,-299.0,16.0
0.0,484.0,-297.0,16.0
0.0,29.0,-292.0,19.0
0.0,-342.0,-290.0,19.0
0.0,-340.0,-289.0,19.0
0.0,-339.0,-288.0,19.0
0.0,-338.0,-287.0,19.0
0.0,-336.0,-286.0,19.0
0.0,-336.0,-285.0,19.0
0.0,-335.0,-284.0,19.0
0.0,-335.0,314.0,18.0
0.0,-338.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-335.0,488.0,18.0
0.0,371.0,489.0,15.0
0.0,484.0,489.0,14.0
0.0,484.0,489.0,13.0
0.0,484.0,92.0,15.0
0.0,483.0,103.0,15.0
0.0,484.0,-34.0,16.0
0.0,483.0,-299.0,16.0
0.0,483.0,-298.0,16.0
0.0,12.0,-292.0,19.0
0.0,-342.0,-290.0,19.0
0.0,-340.0,-289.0,19.0
0.0,-339.0,-288.0,19.0
0.0,-338.0,-287.0,19.0
0.0,-337.0,-287.0,19.0
0.0,-336.0,-286.0,19.0
0.0,-335.0,-285.0,19.0
0.0,-335.0,381.0,18.0
0.0,-338.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-333.0,488.0,18.0
0.0,385.0,488.0,14.0
0.0,484.0,488.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,96.0,15.0
0.0,484.0,102.0,15.0
0.0,484.0,-44.0,16.0
0.0,484.0,-299.0,16.0
0.0,484.0,-298.0,18.0
0.0,-7.0,-292.0,19.0
0.0,-342.0,-291.0,19.0
0.0,-341.0,-289.0,19.0
0.0,-339.0,-289.0,19.0
0.0,-338.0,-287.0,19.0
0.0,-337.0,-287.0,19.0
0.0,-335.0,-286.0,19.0
0.0,-335.0,-285.0,19.0
0.0,-335.0,406.0,17.0
0.0,-338.0,488.0,16.0
0.0,-335.0,488.0,16.0
0.0,-323.0,488.0,17.0
0.0,401.0,488.0,14.0
0.0,484.0,489.0,13.0
0.0,484.0,488.0,13.0
0.0,483.0,96.0,15.0
0.0,484.0,101.0,15.0
0.0,484.0,-48.0,16.0
0.0,484.0,-299.0,16.0
0.0,484.0,-298.0,18.0
0.0,-22.0,-292.0,19.0
0.0,-342.0,-291.0,19.0
0.0,-340.0,-290.0,19.0
0.0,-339.0,-289.0,19.0
0.0,-338.0,-288.0,19.0
0.0,-337.0,-287.0,19.0
0.0,-336.0,-286.0,19.0
0.0,-335.0,-285.0,19.0
0.0,-335.0,467.0,17.0
0.0,-338.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-271.0,488.0,17.0
0.0,423.0,488.0,14.0
0.0,484.0,488.0,14.0
0.0,484.0,489.0,13.0
0.0,484.0,94.0,15.0
0.0,484.0,102.0,15.0
0.0,484.0,-61.0,16.0
0.0,484.0,-299.0,16.0
0.0,484.0,-298.0,18.0
0.0,-42.0,-292.0,19.0
0.0,-342.0,-291.0,19.0
0.0,-340.0,-290.0,19.0
0.0,-339.0,-289.0,19.0
0.0,-338.0,-288.0,19.0
0.0,-337.0,-287.0,19.0
0.0,-336.0,-286.0,19.0
0.0,-335.0,-285.0,19.0
0.0,-335.0,487.0,17.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-235.0,488.0,17.0
0.0,436.0,489.0,14.0
0.0,484.0,489.0,14.0
0.0,484.0,489.0,14.0
0.0,484.0,96.0,15.0
0.0,484.0,97.0,15.0
0.0,484.0,-64.0,16.0
0.0,484.0,-299.0,16.0
0.0,483.0,-298.0,18.0
0.0,-55.0,-292.0,19.0
0.0,-342.0,-291.0,19.0
0.0,-340.0,-290.0,19.0
0.0,-339.0,-289.0,19.0
0.0,-338.0,-288.0,19.0
0.0,-337.0,-287.0,19.0
0.0,-336.0,-286.0,19.0
0.0,-335.0,-285.0,18.0
0.0,-335.0,487.0,17.0
0.0,-338.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-197.0,488.0,16.0
0.0,457.0,489.0,14.0
0.0,484.0,489.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,89.0,15.0
0.0,484.0,95.0,15.0
0.0,483.0,-80.0,16.0
0.0,483.0,-299.0,16.0
0.0,484.0,-297.0,18.0
0.0,-78.0,-292.0,19.0
0.0,-341.0,-291.0,19.0
0.0,-340.0,-290.0,19.0
0.0,-339.0,-289.0,19.0
0.0,-338.0,-288.0,19.0
0.0,-337.0,-287.0,19.0
0.0,-336.0,-286.0,18.0
0.0,-334.0,-285.0,19.0
0.0,-335.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-177.0,488.0,17.0
0.0,467.0,488.0,14.0
0.0,484.0,489.0,14.0
0.0,484.0,489.0,13.0
0.0,484.0,87.0,15.0
0.0,484.0,97.0,15.0
0.0,484.0,-88.0,16.0
0.0,484.0,-300.0,16.0
0.0,484.0,-297.0,18.0
0.0,-94.0,-292.0,19.0
0.0,-341.0,-291.0,19.0
0.0,-340.0,-290.0,19.0
0.0,-339.0,-289.0,19.0
0.0,-338.0,-288.0,19.0
0.0,-337.0,-287.0,19.0
0.0,-336.0,-287.0,19.0
0.0,-334.0,-285.0,19.0
0.0,-335.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-167.0,488.0,16.0
0.0,482.0,488.0,13.0
0.0,484.0,488.0,13.0
0.0,484.0,489.0,13.0
0.0,484.0,88.0,15.0
0.0,484.0,89.0,15.0
0.0,484.0,-95.0,16.0
0.0,484.0,-300.0,16.0
0.0,484.0,-296.0,18.0
0.0,-110.0,-292.0,19.0
0.0,-342.0,-292.0,19.0
0.0,-340.0,-290.0,19.0
0.0,-339.0,-290.0,19.0
0.0,-338.0,-289.0,19.0
0.0,-337.0,-288.0,19.0
0.0,-336.0,-287.0,19.0
0.0,-334.0,-285.0,19.0
0.0,-335.0,488.0,16.0
0.0,-338.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-148.0,488.0,16.0
0.0,483.0,488.0,13.0
0.0,484.0,489.0,13.0
0.0,483.0,489.0,14.0
0.0,483.0,90.0,15.0
0.0,483.0,91.0,15.0
0.0,484.0,-101.0,16.0
0.0,484.0,-300.0,16.0
0.0,462.0,-296.0,18.0
0.0,-122.0,-293.0,19.0
0.0,-342.0,-292.0,19.0
0.0,-340.0,-291.0,19.0
0.0,-339.0,-290.0,19.0
0.0,-338.0,-289.0,19.0
0.0,-336.0,-287.0,19.0
0.0,-335.0,-287.0,19.0
0.0,-334.0,-286.0,19.0
0.0,-336.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-143.0,488.0,16.0
0.0,483.0,488.0,13.0
0.0,484.0,489.0,14.0
0.0,484.0,489.0,13.0
0.0,484.0,88.0,15.0
0.0,484.0,85.0,15.0
0.0,484.0,-110.0,16.0
0.0,483.0,-300.0,16.0
0.0,425.0,-296.0,18.0
0.0,-145.0,-293.0,19.0
0.0,-341.0,-292.0,19.0
0.0,-340.0,-291.0,19.0
0.0,-339.0,-290.0,19.0
0.0,-338.0,-289.0,19.0
0.0,-336.0,-288.0,19.0
0.0,-336.0,-287.0,19.0
0.0,-334.0,-285.0,19.0
0.0,-336.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-128.0,488.0,16.0
0.0,483.0,489.0,14.0
0.0,484.0,488.0,14.0
0.0,484.0,488.0,13.0
0.0,484.0,87.0,15.0
0.0,484.0,84.0,15.0
0.0,484.0,-120.0,16.0
0.0,484.0,-300.0,16.0
0.0,412.0,-296.0,18.0
0.0,-158.0,-293.0,19.0
0.0,-341.0,-292.0,19.0
0.0,-340.0,-291.0,19.0
0.0,-339.0,-290.0,19.0
0.0,-338.0,-289.0,19.0
0.0,-336.0,-288.0,19.0
0.0,-335.0,-287.0,19.0
0.0,-334.0,-285.0,19.0
0.0,-337.0,488.0,16.0
0.0,-337.0,488.0,16.0
0.0,-336.0,488.0,16.0
0.0,-109.0,488.0,16.0
